text,label
kisah basi,0
warik bakantan,0
rancak dah pinanya makanya manggawi pulang,0
viral kan pencabutan jabatannya biar kami percaya,0
kelihatan dah masa nang mambari dibiarakan bukah mbah tu nang dibari malah di tangkap,0
lain rahasia lagi dah ini dasar bujur ada haja kejadian kaya ini bebarapa oknum handak naik jabatan lewat jalur culas,0
pantas ja inya santai bekendraan bejauhnya,0
rancak banar sudah mandangar kaini ni kada sakali kali mudahan haja pang nang ketuju menjebak urang ni lakas ketahuan kami ni apa ada rayat biasa kada kawa berkata apalagi bukti kadada biar sorang bujur tatap disalah akannya,0
mudahan lakas waras haja utak polisi nya,0
nang babaju biru itu siapa,0
hapuk,0
ah rancak dah kejadian,0
oh ini kah gawiannya,0
bubuhannya meninggal jua kena mampertanggung jawabkan kelakuannya,0
rancak banar dah kejadian intinya amunya ada urang nang nitip barang atawa kada dibari bukti kalo inya nang bawa barangnya,0
zaman bahela ngayau cari kepala ,0
contoh nang baik kada pakai helem,0
gila bayangkan kalo kadada cctv kayak apa,0
dikira cupu sekalinya pamadahan,0
nang mambari narkoba tangkap jua itu,0
pasang cctvnya kaka,0
ini nang ketahuan nang kada ketahuan pang kayaapa,0
kada tapi harat ni permainan skenarionya,0
dipecat tagal kenapa hukumannya baya dua tahun anam bulan harusnya kawa labih imbah tu kenapa kada minta maaf lawan korban nah lo manyasal lo,0
si baju biru itu siapa pemadahan atau ganti kepala,0
hanyar dibinjai ketahuan,0
ini nang terakam cctv apa kabar lawan nang kada terekam,0
kaini banar nyari duit,0
mungkin inya baadab,0
ini nang bujur penjahat ,0
inilah nang ngarannya fitnah di akhir zaman di mana mana dah,0
lah nerima beapa dipalar,0
dasarnya wal ai kaya itu,0
biasa dah dasar kaitu,0
baluncat luncat,0
adil akan pang masukakan penjara wan ulah miskin jua jangan cabut haja,0
jahat banar ay,0
dapat sabunya dari mana asal sabu dari siapa panjangi pang episodenya lain pemecatan atau sanksi wara itu barang dapat dari mana asal dari mana eh tumbuhnya dimana nang nanam siapa haja baluman tuntung masa kasusnya tuntung ,0
kasihan masyarakat kalo kaini,0
astagfirullah ai,0
miris banar rancak dah kejadian,0
adu di sini ada jua nang kaitu,0
fitnah urang nauzubillah,0
kadida lalu niatan minta maaf eh malah ciek wan sampai dibari tembakan peringatan lagi sampai pelanggan ulun waktu itu nukar kelapa peras disasahi padahal nang bebawanya santen peras wara sama takutan pelanggan ulun mukanya pucat jadi sampai wahini pelanggan kada suah lagi dah nukar kaulun lagi karana takutan kejadian itu,0
ini nang ketahuan nang kada ketahuan bisa hibak,0
masya allah kanapa tega banar menjebak untung ada cctv,0
awalnya tu dari laporan masyarakat ujar harau pemadahan main jabak kada harapan kawa nangkap mun kada batipu,0
ganal kawan,0
untung ada cctv cuba kalo kadada bisa bisa sudah bertahun di penjara keluarganya timbul miskin karana bayar duit tarus miris meitihi penegak hukum nang malah mampermainkan hukum,0
mudahan nang menjabak dapat azab,0
puluh persen haja percaya lawan buhanya ni sisanya polisi tidur wan patungnya,0
wow ulun kabuliangan,0
jangan dicabut wara pecat ja sebarataan nang terlibat wan bertanggung jawab urang nang kada bisa begawian beapa jua masih dibari gawian,0
haha handak pakai jalan pintas handak naik pangkat malah dipecat,0
allah,0
oh polisi toh nang bisi bahan hem kaitu lalu cari kepala pak,0
aduh main jebakan jebakan supaya ikam disambat ih ikam harat,0
ini nang hanyar keliatan,0
ah biasa ja ada jua nang betukar kepala,0
lagu lawas dah,0
bearti itu rasa sudah lawas viralnya alhamdulillah mun sudah teungkap,0
dicabut sagan dipindah tugaskan,0
dicabut apa dipecat,0
sudah lain rahasia umum lagi cara kaitu,0
loco lalu model kaya kanakan main tangkap tangkapan,0
innalillahi wainnailaihirojiun mudahan ja syarat sagan naik pangkat lakas dibaiki supaya kada kejadian hal nang berdosa banar kaini,0
kada kawa disambat sebuting sebuting sudah banyak,0
lagu lawas sudah tu bahasanya tumbal,0
oknum wal ai itu bepaham paham sepalih jangan tapi nampak,0
anggota dimana dapat sabu xixixi,0
biasa dah ni rancak oknum polisi kada bertanggung jawab menjabak masyarakat ini cuman kabetulan nang kaliatan,0
demi pangkat melejit,0
mudahan dijauhkan dari segala marabahaya urang nang berniat jahat naudzubillahi mun dzalik,0
kepoinnya haja langsung,0
sakalinya rasa manyasal lawan maminta maaf kawa maringanakan hukuman kaya itu kah nang bujur ,0
amun kaya itu buhan tulang punggung di wilayah hukum indonesia raya amun buhan ikam  malakuakan kriminal maka vonisnya kena labih ringan dari tuntutan jaksa kurang labih itu nang ulun tangkap dari penjelasan Jubir PN Banjarmasin,0
imbah tu pang harga diri korban nang tanodai kaya apa nasibnya setimpal kada tu hukuman jangan mahancurakan sagalanya hukum kaya apa wayah ini malecehakan manggatuk anunya haaj kalo di luar kota lima lima tahunan ini nasib harga diri binian masa dua tahun alasan pelaku baisi kaluarga atawa jangan karena amplop kah jadi sadikit wara hukumannya kaya apa yu wah wah gasan hukum wayah ini imbah tu sampai kiamat keadilan sebujurnya tu kadada ya lah kawan,0
pembelajaran gasan kampus kampus di banua jangan lagi magang di wadah wadah nang banyak oknumnya kasian mahasiswa mahasiswi pian,0
minta maaf tu kada cukup tanggung jawab ka korban nang iya nya mincu keadilan wayah ini baya minta maaf diringanakan sudah hukumannya,0
ya allah,0
handak madahi aja ini min kalo misalkan di tangkap jangan di matii lah andak dipenangkaran haja supaya aman,0
inikah nang dingarani formalitas woi serius woi apakah pemerintah lagi hilang,0
permohonan maaf ja apanya hukuman seitu ja hedeh indonesia,0
masih lah jadi pulisi Bripka BM itu tadi amun sudah dihukum tu,0
diampihi kada lah amun kadada diampihi di penjara dua tahun gajih jalan jua kah,0
maka bininya dokter jar tulang punggung apanya,0
sudah ai kena amun ada nang salah tinggal mangaku salah lawan minta maaf imbah tu tanda tangan sudah am ringan,0
siapa nang cita citanya bisi laki abdi negara kayak di video ini,0
ini versi halusnya dari cara manusia mencari musuh tuh amerika handak disambat apa,0
mennangka kadada nang melihat tapi allah beisi handak lain,0
ini pang indonesia rancak banar digibahi urang luar karana ini salah satu indonesia kada maju,0
mun ada begal diam ja gin kada boleh malawan ,0
halah kadada adil itu kalo dihukum ringan kena banyak urang bakalakuan jahat kena,0
handak komen takutan kalo pina jadi tersangka,0
orang mambila diri malah ditangkap pakai utak lah itu hak pian hak pian kalo di begal jangan handak harus dirabuti masa ada begal malah pasrah bukah itu hak pian harus dipertahankanya amun begalnya handak mambunuh mbah tu kadada pilihan lain selain di lawan dengan mambunuh kaya apa pang sudah,0
nang betakun siapa gerang ini,0
nyaman banar baya lawan pertimbangan kaya itu dibari hukuman ringan mamaafakan bukan bararti hukuman harus ringan pak,0
bahagialah ikam bubuhan begal,0
ya kalo begal beda karana inya penjahat,0
berarti amun tetamu begal kaya apa pak polisi kada usah dilawani kaya itu kah,0
kadang diri sorang harus mati dibegal dari padanya malawan begal sampai mati kita jadi tersangka dah lah baik manyarah ja gin,0
supaya kada disambat arai iya tu pang hasilnya makanya hukum islam tuh bolehlah dulu ikam bajalanan lawan lakian baduaan haja amun aku setuju ja pelakunya dihukum labih berat tagal ikam gin salah jua nang ngaran bapikiran jelek tuh kada salah tagal jangan dinampak akan basikap baik tu harus dikawani lawan sikap waspada amun basikap adil haja ya kaitu,0
harusnya kaini nang dihukum polisinya karana kada begawi melindungi rayatnya masa kita kada dibolehi malawan jelas ampat lawan satu ha pulang untung itu urang kawa manang malah begalnya nang dibebasi ampun dah hukum apa kaini ulun setuju pembunuhan itu kriminal tapi kada tahan urang nang bertahan sagan hidupnya lah sedihnya am,0
oke begal dilundungi oleh hukum,0
tapi kalau polisi menembak penjahat sampai mati kada papa biasanya alasannya malawan petugas tapi ujar polisi tadi bila mambunuh siapa haja urangnya melanggar hukum berarti polisi lain urang bisa lah,0
haha beda lagi kalo penjabat nang jadi korban,0
jawaban polisinya pintar banar sampe tapuntal,0
harusnya si pak polici nih paham pang antara mambila diri wan main hakim sorangan secara lho inya korban disasah wan si begal suruh badiam wan nunggu bantua katu lah kalo dasar dijadikan tersangka karana sagan proses penyelidikan harusnya bahasanya kada kaitu masa iya pembelaan diri pas darurat disamakan lawan main hakim sorang,0
begal dibela malah begal nang jadi saksi nang ada begal kena malah menjadi jadi dimana mana harusnya buhan begal lainnya di tangkap jua karana sudah ketahuan jadi begal,0
mehadangi kabar berita nang hanyar admin,0
mbah tu apa kabar oknum polisi nang menembakkan pistol katersangka kejahatan lalu urangnyanya meninggal apa polisi itu dipenjara ja lah,0
di indonesia haja aneh nyata nyata begal handak mambunuh sorang masa beranai ja lah aneh jua maka pas mambela diri begal kalah masa sorang ditangkap aneh jua harus ada uud hanyar mun kaitu,0
aparat juga di bekali senjatadlm kondisi darurat aparat boleh melakukan tindakan tegas wan terukur alias mambunuhbgtpun warga nang mamiliki senjata tajamdlm kondisi darurat warga juga berhak mambela diri dgn melumpuhkan penjahat dgn cara mambunuhnya krn nyawanya terancamharusnya penegak hukum melihat kasus ini dgn kacamata sprti itukrn kondisi darurat,0
tu polisi tahulah mambedakan main hakim sorang wan bela diri kada si,0
berarti rugi wara kada kaampatnya sama ja ya ditangkap jua,0
indonesia nih senggol dong,0
kucing,0
handak tetawa tapi ini indonesia ,0
peraturan di negara kita sebagai bahan lelucon aneh,0
jadi kalo dibegal kita harus pasrah ketu mbah tu lapor polisi,0
beda banar wan anggota kopastrad menembak maling sampai mati malah di beri penghargaan,0
negeri dongeng,0
ya kaini salah satu tanda akhir zaman nang bujur jadi salah wan sebaliknya,0
kaya ini taggapan lesti,0
wah bebanyak begal ini mah,0
ingati lah mun ada begal jangan di lawan bediri badiam haja ingati tu,0
bakalahi,0
pasrah di begal,0
amun tetamu begal barii nang terbaik,0
mudahan lakas tuntung permasalahannya ini,0
nang tepatnya pas saat menjadi korban begal adalah bukah unjuki motor kabegalnya sagan menyelamatkan sorang tinggal lapor polisi polisi kada lawas kena mendapatakan motornya tu nang di begal wan akan mengantarkan motornya tu karumah korban dengan karinyum,0
kada bujur,0
ujar pak polisi keluar berjalan harus dikawani jangan soranga nah takunannya adalah mana yo fungsi atawa tugas negara dalam hal ini aparat negara dalam mambarii rasa aman wan keamanan kawarga negara indonesia dalam tiap gawiannya handak bejalan sorangan di tengah malam tanpa rasa takutan harusnya kawa dijamin negara negara secara sistematis wan terstruktur menjamin rasa aman wan jawaban pak polisi kurang pas menurutku,0
amunnya polisi dibegal kaya apa cuba hayu,0
main hakim sorang dilarang kalo main culas pang,0
ini sama ae menjulung harta kabegal mun polisi bepander kaya itu jaka tebulik hartanya dapat begalnya masih mending mun kada dapat kayapa,0
sebarataan urang pasti dalam keadaan kaya itu pasti dah mambila diri,0
mun polisi nembak mati begal alasan ada perlawanan kada papa tu jer polisi mun masyarakat biasa jadi tersangka,0
peraturan kada jalas diumpati,0
ngaran musibah jua biar lawan kawan bajalan tatamu begal mau kada mau antara harus kabur atau di lawan begalnya,0
harat,0
amunnya begal kawa mambunuh kada dihukum nang dihukum tuh cuma kasus begalnya ja pang amun ada korban meninggal,0
harusnya negoisasi baik baik beimbai wan begal,0
luput lalu kaini hukum,0
aneh,0
intinya kalau ada begal kita biarakan haja begalnya bunuh kita mbah tu amunnya kita sudah mati hanyar dah kita jadi hantu mbah tu kita belas dendam dah tu wan begalnya nah kamun kaini kan nyaman soalnya kadada pasal undang undangsagan mampidanakan hantu amun pikran bubuhannya kaitu ,0
mincu,0
pembelaan atas apa pak pol nih aneh hukum negara segitunya banar,0
wakanda oh wakanda,0
pasrah ja wan minta dibunuh oleh begal biar begalnya di tangkap pak polisi ,0
mas kapolri kami rayat harus apa keluarga pian baluman suah kena begal kah,0
amun pak polisi dibegal boleh lah mambela diri nang pasti mambila diri apa lagi baisi tembakan pas mambela diri begalnya mati kira kira polisi jadi tersangka kada yo ulun handak tetawa dulu,0
dasarnya indonesia ni,0
kada jelas banar jawabannya,0
Jadi amun ada begal pasrah haja kah,0
rasa handak pindah kabenua eropa atau new zealand apa kabenua australia indonesia lagi garing banar soalnya,0
begalnya dibawai ngopi siapa tau kada jadi mambegal ketimbang jadi tersangka,0
jaya hidup begal kaini kesahnya amun korban mambela diri salah satu begal meninggal wan begal lainnya jadi saksi wara himung banar begala ada haja ujar nang malawan kan aku hukum dunia,0
kada boleh mambunuh begal tapi begal boleh mambunuh zaman apa ini lah,0
amun polisi menembak penjahat mbah tu mati penjahatnya bisa bisa disambat peluru nyasar kalo lah,0
aturanya jadi kaya mambantui bubuhan pelaku kejahatan siapa nang begawian jahat wan terbunuh korban kena ditangkap sebagai pelaku kanapa hibak penjahat alasannya karana hukum kurang adil handak salah handak bujur kah polisi tugasnya haja sama kaya kita jua mencari duid gesan anak bini semakin banyak penjahat semakin hibak lowongan jadi calon polisi jadi percaya haja lawan allah ja walaupun salah di mata uud,0
biarkan malaikat nang menghukum buhannya nang menghukum urang lain demi kebenaran,0
lalu kaya apa polisi nang mambunuh perampok begal gara gara bubuhan perampok malawan balik jadi tersangka jua lah,0
pak polisi tulung begal itu kan sudah becagaran kejahatan jakanya kada berhasil karana korban mambila diri wan meninggal karana korban mambila diri lain kadada sebab korban melakukannya,0
mudahan di kalimantan selatan kadada lagi begal aamiin,0
giliran bubuhan polisi nang beroprasi malawan sedikit langsung tembak bahkan tersangka ada nang sampai meninggal kadada ai tindak pidanannya,0
amun keluar malam jangan sorangan bawai kawan biar malawan begalnyanya kada sorangan wan nyaman nang jadi tersangka kada sorangan jua amun kaya itu maksudnya pak polisi,0
bagalantung,0
bila bejalanan jangan sorangan bawa kawan ujar emangnya kalo bawa kawan nyata selamat kalo ada begal ya kecuali kawannya itu kawannya si begal jua,0
kada masuk di akal ulun nah hukum sorang imbah mati mambila diri lah wan harta,0
kristen,0
salut wan nang wawancara bapaknya,0
lah amunnya pelindungan surang disarang pang kaya apa cuba,0
jadi kalo ada begal kendaraannya langsung dijulung haja kah aksudnya kaitu pak asa kada ngerti nah kalo ada begal harus kaya apa malawan salah kada malawan nyawa wan kendaraan melayang,0
ulun janji kada meninggal kan pian imbah nya inya bepaling jua ai dasar buaya,0
maaf pak emangnya si begal kada main hakim sorangan malahan kada sorangan ampat urang malahan,0
buddha,0
pedagang nih ngalih dipercaya ,0
intinya kita harus pasrah kaya itu kah pak,0
protestan,0
hindu,0
Misalnya bapak kada sengaja kada mamakai seragam mbah tu bawa tembakan lalu bapak di begal nah bapak menembak begal itu lah pak atawa kaya apa,0
hanya ada dinegara wakanda kaya ini,0
kalau seandainya nang meolah nyawa si begal kadida lagi adalah oknum berseragam amun lah min malah kena dapat penghargaan,0
misalnya bapak polisinya nang dibegal kaya apa tuh bealih posisi kisahnya,0
babi,0
mati dah keadilan ,0
dunia kemos kaya ini pang begal maka dibela bingung ulun kaya ini,0
jadi pah lawan pembila masyarakat sudah meringanakan tugas aparat tapi malah dianggap seorang kriminal,0
menyalahi hati nurani,0
amun kaya itu ayo kita jadi begal urang nang korupsi ja,0
rancak biasanya berita terduga kejahatan tewas ditembak kira kira kaya itu kaya apa jua,0
bearti bila ada begal kita baranai haja gin,0
dunia tabalik,0
sudah bebas berakat demo masa dari bubuhan masyarakat jawa di sana,0
bingung kayaapa kita mampertahankan diri mambila diri,0
mun kada malawan sawat sorang nang ditimpas begal ,0
ulun mambegal pian pak kira kira pian bediam lah,0
loco berarti mun bedua bejalanan di hadang begal mbah tu ditampar begal bediam ja lah mbah tu bukah haja lah mbah tu bediam haja lah mbah tu di diam akan haja lah begal meraja rela mambawa kendaran sorang,0
kan aneh dari pada inya dibunuh kayapa bos,0
bila ada begal hubungi acil smackdown aja,0
ya kaitu pang di indonesia,0
munnya polisi kena begal kayapa lu lah,0
selamat badatang di dunia di kini bottom kada usah heran rancak dah kejadian,0
pas dibegal pilihanya ada jadi korban atawa jadi tersangka kira kira peraturan negara ini kalo di begal harus beapa yo,0
hukum nang bingung apa urang nya,0
wartawan sapuluh persen betakun sambilan puluh persen nyindir sambil tetawa,0
kuduga dah ni amun kita dibegal urang di jalan amun kita ambila diri sampai si begal meninggal kita nang diproses hukum kasus pembunuhan,0
mbah tu pang harus bediam haja kah nih serba salah jadinya mambila diri malah ditahan,0
asal asalan tetawa banar sumpah,0
itu polisi di daerah jawa haja amunnya polisi di banjar nih ada begal langsung kena tembak itu pang di batis,0
handak mengomen nang padas kena tahukum satu kata ja nah anu,0
nasib ja lagi,0
kalo ada begal bukah tapi pas ditimpasnya aduh akai ai lagi pas sudah meninggal hanyar lapor,0
selamat bedatang di indonesia bentuk kaya apa ja harus viral dulu hanyar dibujuri,0
kada mambila diri kita mati kalo mambila diri kita dipenjara hadeh ada kah ni jalan keluarnya ,0
waduh kayapa kisahnya dibegal pas malawan timbul dijadikan tersangka kasiannya pang ,0
dalam islam amun mambila kebenaran wajib maju amun meninggal dunia mati syahid amun mundur hukumnya haram kayapa manurut buhan pian kesah ngini maka korban jadi tersangka,0
timbul bebanyak urang jadi begal,0
pian pikir ja nah pian kadada salah apa apa kadada jua niatan bunuh urang mbah tu pas lkenyaman dah motoran sambil nyebat eh ada urang minta sodakoh motor wan helm pian wan inya maksa wan kawannya mbah tu pian di ancam handak disuruh cod ama malaikat kaya apa respon pian cuba lawan salah ga di lawan makin salah,0
untung ulun lain warga indonesia,0
tepuntal puntal,0
buaya kalo makan manusia di ibaratkan lagi sial waktu buaya makan manusia kalo ada pawangnya kemungkinan tetamu tu buaya ini ada kisahnya,0
sudah dibebaskan ujar min,0
saksinya kawan begalnya nyata ae inya malawan akan kawan begalnya sagan mambaratakan hukuman kakorban nang dibegalnya batuhuk hungang,0
amun di begal berarti ada pilihan menyerahkan harta kita atau kita nang masuk penjara,0
takunannya mun ada begal kita harus kayaapa bawai mengopian kah minta rela ,0
semalam asanya ulun pernah jua mendengar kasus nang mirip kaini kada tahu jua dimana ulun kada ingat intinya ada korban begal mambunuh pembegal satu pembegal kabur wan satu pembegal lagi tewas gara gara senjata makan tuan wan korban nang dibegal pas di akhir dibebaskan alasanya mambela diri,0
nyata ai amun ikam malah manandatangani surat permintaan maaf jua harusnya jangan mau kaya apa ikam nih handak badamai itu ngarannya harusnya jangan hakun,0
mambela diri tu lain main hakim sorangan kawa lah pian mambedakan,0
bebas dah satu kampung demo,0
adupan mati parak rumah,0
adupan mati,0
beliau ni kocak gaming,0
surangan ja meninggal urang apalagi kalo keluar malam bekawan bisa mati empatnya pang haha,0
itulah negara kita malawan salah kada malawan kita nang kalah menangis ai lagi nang bujur,0
negeri ini masih balum merdeka,0
kepada bubuhan begal sagan lebih berhati hati lagi supaya kada kejadian peristiwa nang sama,0
amun baya perkara minta maaf lawan manyesal imbah tu hukumannya jadi taringan jadinya kada manimbulakan efek jara di luar sana mungkin masih banyak pelaku nang lain amun hukumannya kaya ini mana kawa mamutus kalakuan kekerasan seksual di masyarakat kesannya hukum bapihak lawan pelaku lain lawan korban,0
itu ja gin dulu informasinya assalamualaikum,0
undang undangharus dibaiki lagi sagan masalah nang ini karana rancak dah kejadian wan teulang tarus ha pulang seharusnya sagan pembelaan diri kada dikenakan hukuman lain halnya sar bujur niat mambunuh,0
setuju wan masyarakat,0
aparat pang alasan mambela diri kada di proses nasib ja jadi rayat,0
loco pada dono,0
bearti supaya kita kada jadi terdakwa lantaran mambela harta baik kita nang mati dibegal,0
hukum lawak di negara wakanda ni,0
hukuman sama lawan urang mancuntan sandal ringan banar kada karasaan nah kena keluar korbannya maharit seumur hidup,0
setuju satuju,0
indahnya negeri ku,0
mambunuh atau dibunuh,0
kaya apa maksudnya masa handak badiam wara dibegal kada di lawan kaitu astaghfirullah,0
pak pak mengapa banyak polisi wan penegak hukum nang begini ya dari cara menjawab pertanyaannya aja,0
indonesia hantap hukumnya,0
berarti amun polisi menangkap penjahat pas penjahat nang malawan jangan ditimbak lah kadang ada berita terpaksa ditembak karna malawan nah itu kaya apa kesah nya,0
hapusi ja pencak silat karate wan ilmu bela diri khas indonesia soalnya kadada gunanya takutannya tu pas kita bunuh penjahat malah ujung ujungnya kena dipenjara loco banar tepuk tangan sagan indonesia raya ku tercinta,0
selamat datang di negara ku nang super super super tau lah ja lo bubuhan ikam,0
jadi kah kita mamukuli begal di mulawarman,0
nah ini pang loconya hukum di negeri ini ,0
indonesia nih bos korban timbul jadi tersangka ja lagi,0
lah mbah tu pang kalau di begal itu harus pasrah kah pa munnya ada kawan misalkan ber nang mambegal beempat kaya apa masa tetap pasrah jua pa,0
woy nang merasa begal itu bapak polisinya minta di begal ujar,0
kalimantan ngerinya,0
loco bela diri timbul jadi tersangka,0
bawa tatawa haja karna ini lucu,0
kenapa ai kada di Jakarta kada di Banjar maka  mana keadilannya coba warga biasa barat cuy hukumnya,0
kira landungnya nih pas sahur kada ingat tekinum banyu kupi,0
handak heran tapi ini indonesia kada jadi heran,0
handak ai tekajut tapi ini indonesia negara dagelan,0
kucing mati parak rumah,0
harus diubah itu aturan wajib di bedakan antara nang main hakim wan mambila diri,0
kalo dibegal bawai ngopi ja gin,0
siapa ja pasti ditangkap mbah tu dari pihak polisi kaya apa bnyak polisi tembak mati pelaku pas besasahan nang macam macam kasusnya alasannya gin sama demi mambela kalo dasar bujur siapa ja nang mambunuh pasti ditangka harusnya kaya itu ditangkap jua lo,0
mudahan nang meolah peraturan itu inya kada kena begal,0
mbah tu begal nang berhasil kabur jadi saksi,0
begal tu jenis binatang purba apa yo lah bujuran betakun min,0
buaya salah satu hewan paling setia sama pasangan ,0
negara kita nang mincu seharusnya negara kita lain negara hukum tapi negara keadilan amunnya negara hukum bujur atawa salah pasti dihukum,0
banyak banyak mangaji taguh ja nih supaya kada mampan dibegal,0
miris,0
ironis nang bujur disalahkan wan nang salah dibujurakan mamang sudah,0
lucunya negeriku,0
alhamdulillah sudah bebas min karana warga wan lsm di sana,0
lamah banar hukum di indonesia,0
ada begal bediam pacangn mati jua kalo dapat begalnya sadis handak bukah disasahinya lagi apesnya mati jua dibunuhnya jadi kaya apa masa harus disuruh mati dulu karana pasrah,0
malam bajalan jangan sarongan badua sadang jadi malawan ampat urang matinya kada tanggung jadi jua haha,0
kaya apa lih mambela diri tesalah kada mambela diri sorang nang mampus,0
turut prihatin mudahan aparat penegak hukum mambari kebebasan sagan urang nang mambela diri,0
kalau diperkosa badiam ja marasakan kalau dibegal bukah atau pasrah asa lucu mandangar,0
tulang punggung kaluarga manyasal lawan minta maaf jar luar biasa,0
makin menjadi jadi pang bubuhan begal kalo buhannya malah dilindungi hukum jadi bingung ulun kena kalo ada urang berbuat jahat dibiarakan ja kaitu,0
ketawa banar nih si begal,0
makanya mun tatamu begal jangan dijulung kapolisi cagar sorang tersangka,0
kucing,0
handak heran tapi indonesia handak pindah negara tapi kada bisi duit,0
kaya apa kalo misalnya bulik begawi nang disitu itu wara ja akses jalannya menuju rumah tapi jalannnya ranai nang handak mengganii kita gin takutan jua,0
masa disuruh bukah ninggalakan motor kalo ada begal kan aneh ni polisi sebujurnya berada di pihak mana gerang,0
sebujurnya salah pang mambela diri sampai menghilangkan nyawa urang harsunya lebih taliti lagi ditelaah kejadiannya mestinya pelaku begal nang hidup jua dihukum taberat pang lainnya jadi saksi ,0
makanya nang nang jua mun perkosa pasrah aja jangan malawan kena salah amun dibekal badiam haja jangan malawan kena salah amun handak dibunuh orang bahinip haja jangan malawan kena salah rasai haja mun diperkosa kah dibegal kah atawa di bunuh soalnya mun malawan atau mambela diri disalah akan penegak hukum ,0
mun ada begal jangan d lawan lah dibarikan ja hartanya supaya begal himung,0
begalnya jadi saksi bearti begalnya kada di tangkap lah,0
handak hiran wan takajut tapi ya di indonesia kasusnya neh,0
kalah menang baik malawan ha iih mana kita kawa bela diri mananya kada pang kalah mati manang dipenjara lih hantap kesah kaya ap pang,0
begal wahini dilindungi hukum,0
urang cina baik,0
selamat badatang di land hukum nang seharusnya melindungi korban tapi malah melindungi tersangka begal,0
tangkap tarus,0
begal malah di untungkan nasib tinggal dinegara bakambang,0
kalo dibegal bediam ja,0
sabujurnya ngini harus kasadaran buhan bpk utamaakan kasalamatan dalam bakandaraan jangan laju lajuan di jalan tujuan baik tapi cara nang salah makan maulah kacalakaan nang kada dikahandaki wayah sampai diwadah kajadian api sudah bapajah kasian ampun jalan nang lain balajarlah bubuhan anggota bpk maharagai lawan pamakai jalan nang lain jangan sakahandak di jalan gasan maulah jara tolong pihak takait bilanya ada kajadian kaini cabut izin bpk nya supaya kada taulang lagi kajadian ngini mohon maaf kalo ngini salah kami manyampaiakan,0
berati mun dibegal sandang haja leh,0
kalo begal mendangar tetawaan buhanya harap begal jangan melukai korbannya minta bujur bujur lah,0
kuitan laki lawan kuitan bini,0
bah mahalabiu pulang nah,0
hantap,0
kain habang hirang,0
wah tambah banyak kriminal keini kalau pelaku ja dibela,0
jadi kalo handak bejalan kamana mana sewa polisi biar aman kaitu kah,0
baik malawan akan diri sorang pancangan mati dibegal,0
rasa digelitiki ulun mendangar ucapan bapak polisi ini,0
hukum di indonesia perlu dibenah supaya nang bujur kada disalahkan wan nang salah kada dibela wan supaya hukum kada landap kebawah tumpul kaatas,0
amun polisi mambunuh begal karana begal malawan apakah polisi itu ditangkap lalu apa bedanya kita mambela diri karana dibegal wan begal malawan mbah tu terbunuh tulung dijelaskan,0
bagaimana kalau pakpol nang mambari penjelasan ja nang dibegal apa kira kira peraturannya kawa langsung baubah,0
pas jadi korban mambela diri kada boleh sampai mambunuh tapi begalnya boleh mambunuh korbannya kaitu kah pilihannya cuma malawan atau dibegal,0
mulai pemerintah kota harusnya ada panghargaan gasan apresiasi kinerja relawan bpk kita ngini kaitu jua sabaliknya wayah ada palanggaran hukumannya jua harus bujuran tegas lawan gasan komando per perbatasan labih disiplin lawan taarah,0
itu kan lain main hakim sorangan lo tapi inya mambela diri karana dikeroyok oleh begal,0
negeri wakanda meloco lagi,0
wakanya suruh kuliah beasa gen,0
negara hukum ujar mambela diri jadi tersangka mentri korupsi didiskon berkelakuan baik ujar selawas jadi mentri bujur kah hukum kita ini nang pakai duit rayat tapi kada kawa mengayomi rayatnya rayat nang bayar rayat nang sensara ,0
sementara mambela harta wan kehormatan diri dalam islam hukumnya wajib,0
mudahan hukumannya kada lawas,0
habang,0
tahambur,0
masa mun ada begal bediam ja kada di lawan lah,0
sudah kada heran lagi lawan hukum di indonesia termasuk polisi wahini polisi umpat bepaksaan lain bidang padahal,0
hmm indonesia ya gitu masa bela diri dipenjara mincu kada jelas kada mambela diri mati bela diri dipenjara begal tambah merajarela tambahi lagi,0
kada tekajut lagi dah,0
saran aku supaya ada palatihan khusus supir pemadam lawan izin khusus supaya nang nyupir lain babarang lawan jua harus ada tertib nang balaku kaya mana di konten nang di timur kada manyasahi nang di barat cawali diparluakan,0
misalkan polisi nang dibegal wan mambunuh begalnya tuh apakah ditetapakan jua lah jadi tersangka,0
penasaran kaya apa pengakuan si saksi,0
kalo di luar indonesia nih dapat penghargaan dari pemerintahnya amunnya di negara kanoha lebih baik di bunuh dari pada malawan masuk penjara,0
jadi begal ja gin dah nyata dilindungi oleh hukum,0
beliau sudah di rumah kawan sudah aman,0
sudah didemo sudah dilapas jua,0
handak tetawa tapi takutan dosa,0
jadi takutan mun jadinya kaini malawan begal salah kada malawan sorang jadi korban,0
handak heran tapi ini wakanda,0
ditakuni malah jawabanya jangan main hakim sorang bearti main hakim beramian boleh to bearti pak,0
jadi kalo dibegal urang jangan malawan lah biar kita harus dibunuh karana kalo kita malawan mbah tu si begal mati kita bisa dipenjara bearti sia sia jua bisi ilmu bela diri,0
bebanyak peluang gawian sagan posisi begal,0
coba jelas akan nah kada mengerti mun ada begal harus kaya apa ,0
kira kurang labih lah mun binian ada nang hndk mamperkosa lading ada dihiga awak kada wani mencucuk disuruh marasakan haja lah,0
anu heh handak komen apa tadilah,0
